Year,Quarter,Month,Full Date,Category,Sub Category,Customer Age Group,Customer Gender,Customer Country,Sales Territory,Revenue,Number Of Orders
2015,2015-4,2015-11,11/8/2015,Movies & Music,All,Age 24 or less,M,USA,All,168448.9548,2808
2015,2015-4,2015-11,11/8/2015,Movies & Music,All,Age 24 or less,F,USA,All,142066.0878,2368
2015,2015-4,2015-11,11/8/2015,Movies & Music,All,Age 25-31,M,USA,All,37264.5931,622
2015,2015-4,2015-11,11/8/2015,Movies & Music,All,Age 25-31,F,USA,All,355028.8924,5918
2015,2015-4,2015-11,11/8/2015,Movies & Music,All,Age 32-39,M,USA,All,179562.677,2993
2015,2015-4,2015-11,11/8/2015,Movies & Music,All,Age 32-39,F,USA,All,214768.589,3580
2015,2015-4,2015-11,11/8/2015,Movies & Music,All,Age 40-49,M,USA,All,133791.3549,2230
2015,2015-4,2015-11,11/8/2015,Movies & Music,All,Age 40-49,F,USA,All,316160.3592,5270
2015,2015-4,2015-11,11/8/2015,Movies & Music,All,Age 50-59,M,USA,All,106097.3708,1769
2015,2015-4,2015-11,11/8/2015,Movies & Music,All,Age 50-59,F,USA,All,75133.96275,1253
2015,2015-4,2015-11,11/8/2015,Movies & Music,All,Age 60 or above,M,USA,All,182036.9985,3034
2015,2015-4,2015-11,11/8/2015,Movies & Music,All,Age 60 or above,F,USA,All,118869.793,1982
2015,2015-4,2015-11,11/9/2015,Movies & Music,All,Age 24 or less,M,USA,All,180116.7186,3002
2015,2015-4,2015-11,11/9/2015,Movies & Music,All,Age 24 or less,F,USA,All,188522.7372,3143
2015,2015-4,2015-11,11/9/2015,Movies & Music,All,Age 25-31,M,USA,All,44178.2712,737
2015,2015-4,2015-11,11/9/2015,Movies & Music,All,Age 25-31,F,USA,All,188825.9681,3148
2015,2015-4,2015-11,11/9/2015,Movies & Music,All,Age 32-39,M,USA,All,40586.707,677
2015,2015-4,2015-11,11/9/2015,Movies & Music,All,Age 32-39,F,USA,All,25378.808,423
2015,2015-4,2015-11,11/9/2015,Movies & Music,All,Age 40-49,M,USA,All,173400.6078,2891
2015,2015-4,2015-11,11/9/2015,Movies & Music,All,Age 40-49,F,USA,All,75116.223,1252
2015,2015-4,2015-11,11/9/2015,Movies & Music,All,Age 50-59,M,USA,All,154403.0513,2574
2015,2015-4,2015-11,11/9/2015,Movies & Music,All,Age 50-59,F,USA,All,182731.6313,3046
2015,2015-4,2015-11,11/9/2015,Movies & Music,All,Age 60 or above,M,USA,All,144673.011,2412
2015,2015-4,2015-11,11/9/2015,Movies & Music,All,Age 60 or above,F,USA,All,65907.3835,1099
2015,2015-4,2015-11,11/10/2015,Movies & Music,All,Age 24 or less,M,USA,All,197904.3318,3299
2015,2015-4,2015-11,11/10/2015,Movies & Music,All,Age 24 or less,F,USA,All,53818.6656,897
2015,2015-4,2015-11,11/10/2015,Movies & Music,All,Age 25-31,M,USA,All,368308.6393,6139
2015,2015-4,2015-11,11/10/2015,Movies & Music,All,Age 25-31,F,USA,All,30191.91945,504
2015,2015-4,2015-11,11/10/2015,Movies & Music,All,Age 32-39,M,USA,All,247232.314,4121
2015,2015-4,2015-11,11/10/2015,Movies & Music,All,Age 32-39,F,USA,All,119594.195,1994
2015,2015-4,2015-11,11/10/2015,Movies & Music,All,Age 40-49,M,USA,All,52391.5245,874
2015,2015-4,2015-11,11/10/2015,Movies & Music,All,Age 40-49,F,USA,All,177810.6456,2964
2015,2015-4,2015-11,11/10/2015,Movies & Music,All,Age 50-59,M,USA,All,149412.459,2491
2015,2015-4,2015-11,11/10/2015,Movies & Music,All,Age 50-59,F,USA,All,232728.1425,3879
2015,2015-4,2015-11,11/10/2015,Movies & Music,All,Age 60 or above,M,USA,All,127211.7245,2121
2015,2015-4,2015-11,11/10/2015,Movies & Music,All,Age 60 or above,F,USA,All,83565.671,1393
2015,2015-4,2015-11,11/11/2015,Movies & Music,All,Age 24 or less,M,USA,All,192991.1844,3217
2015,2015-4,2015-11,11/11/2015,Movies & Music,All,Age 24 or less,F,USA,All,166918.5924,2782
2015,2015-4,2015-11,11/11/2015,Movies & Music,All,Age 25-31,M,USA,All,214795.5821,3580
2015,2015-4,2015-11,11/11/2015,Movies & Music,All,Age 25-31,F,USA,All,142020.7002,2368
2015,2015-4,2015-11,11/11/2015,Movies & Music,All,Age 32-39,M,USA,All,337404.515,5624
2015,2015-4,2015-11,11/11/2015,Movies & Music,All,Age 32-39,F,USA,All,233786.973,3897
2015,2015-4,2015-11,11/11/2015,Movies & Music,All,Age 40-49,M,USA,All,48841.569,815
2015,2015-4,2015-11,11/11/2015,Movies & Music,All,Age 40-49,F,USA,All,95983.7193,1600
2015,2015-4,2015-11,11/11/2015,Movies & Music,All,Age 50-59,M,USA,All,24450.972,408
2015,2015-4,2015-11,11/11/2015,Movies & Music,All,Age 50-59,F,USA,All,86401.39725,1441
2015,2015-4,2015-11,11/11/2015,Movies & Music,All,Age 60 or above,M,USA,All,49238.028,821
2015,2015-4,2015-11,11/11/2015,Movies & Music,All,Age 60 or above,F,USA,All,90946.457,1516
2015,2015-4,2015-11,11/12/2015,Movies & Music,All,Age 24 or less,M,USA,All,133475.8908,2225
2015,2015-4,2015-11,11/12/2015,Movies & Music,All,Age 24 or less,F,USA,All,134848.4718,2248
2015,2015-4,2015-11,11/12/2015,Movies & Music,All,Age 25-31,M,USA,All,18016.2059,301
2015,2015-4,2015-11,11/12/2015,Movies & Music,All,Age 25-31,F,USA,All,7570.1395,127
2015,2015-4,2015-11,11/12/2015,Movies & Music,All,Age 32-39,M,USA,All,191219.623,3187
2015,2015-4,2015-11,11/12/2015,Movies & Music,All,Age 32-39,F,USA,All,204872.066,3415
2015,2015-4,2015-11,11/12/2015,Movies & Music,All,Age 40-49,M,USA,All,196989.5907,3284
2015,2015-4,2015-11,11/12/2015,Movies & Music,All,Age 40-49,F,USA,All,93672.4572,1562
2015,2015-4,2015-11,11/12/2015,Movies & Music,All,Age 50-59,M,USA,All,111915.6308,1866
2015,2015-4,2015-11,11/12/2015,Movies & Music,All,Age 50-59,F,USA,All,224927.094,3749
2015,2015-4,2015-11,11/12/2015,Movies & Music,All,Age 60 or above,M,USA,All,39614.3125,661
2015,2015-4,2015-11,11/12/2015,Movies & Music,All,Age 60 or above,F,USA,All,181077.715,3018
2015,2015-4,2015-11,11/13/2015,Movies & Music,All,Age 24 or less,M,USA,All,35448.4998,591
2015,2015-4,2015-11,11/13/2015,Movies & Music,All,Age 24 or less,F,USA,All,109471.9164,1825
2015,2015-4,2015-11,11/13/2015,Movies & Music,All,Age 25-31,M,USA,All,37777.1688,630
2015,2015-4,2015-11,11/13/2015,Movies & Music,All,Age 25-31,F,USA,All,388000.7506,6467
2015,2015-4,2015-11,11/13/2015,Movies & Music,All,Age 32-39,M,USA,All,105722.974,1763
2015,2015-4,2015-11,11/13/2015,Movies & Music,All,Age 32-39,F,USA,All,135694.636,2262
2015,2015-4,2015-11,11/13/2015,Movies & Music,All,Age 40-49,M,USA,All,197641.9998,3295
2015,2015-4,2015-11,11/13/2015,Movies & Music,All,Age 40-49,F,USA,All,126655.9749,2111
2015,2015-4,2015-11,11/13/2015,Movies & Music,All,Age 50-59,M,USA,All,195135.1868,3253
2015,2015-4,2015-11,11/13/2015,Movies & Music,All,Age 50-59,F,USA,All,13369.041,223
2015,2015-4,2015-11,11/13/2015,Movies & Music,All,Age 60 or above,M,USA,All,116265.135,1938
2015,2015-4,2015-11,11/13/2015,Movies & Music,All,Age 60 or above,F,USA,All,53873.792,898
2015,2015-4,2015-11,11/14/2015,Movies & Music,All,Age 24 or less,M,USA,All,65643.9336,1095
2015,2015-4,2015-11,11/14/2015,Movies & Music,All,Age 24 or less,F,USA,All,193592.2128,3227
2015,2015-4,2015-11,11/14/2015,Movies & Music,All,Age 25-31,M,USA,All,132914.8219,2216
2015,2015-4,2015-11,11/14/2015,Movies & Music,All,Age 25-31,F,USA,All,125459.2017,2091
2015,2015-4,2015-11,11/14/2015,Movies & Music,All,Age 32-39,M,USA,All,253626.597,4228
2015,2015-4,2015-11,11/14/2015,Movies & Music,All,Age 32-39,F,USA,All,366822.435,6114
2015,2015-4,2015-11,11/14/2015,Movies & Music,All,Age 40-49,M,USA,All,196693.8183,3279
2015,2015-4,2015-11,11/14/2015,Movies & Music,All,Age 40-49,F,USA,All,163296.1575,2722
2015,2015-4,2015-11,11/14/2015,Movies & Music,All,Age 50-59,M,USA,All,84049.68075,1401
2015,2015-4,2015-11,11/14/2015,Movies & Music,All,Age 50-59,F,USA,All,162061.956,2702
2015,2015-4,2015-11,11/14/2015,Movies & Music,All,Age 60 or above,M,USA,All,27242.432,455
2015,2015-4,2015-11,11/14/2015,Movies & Music,All,Age 60 or above,F,USA,All,134152.739,2236
2015,2015-4,2015-11,11/15/2015,Movies & Music,All,Age 24 or less,M,USA,All,193186.1887,3220
2015,2015-4,2015-11,11/15/2015,Movies & Music,All,Age 24 or less,F,USA,All,164719.4858,2746
2015,2015-4,2015-11,11/15/2015,Movies & Music,All,Age 25-31,M,USA,All,76772.77272,1280
2015,2015-4,2015-11,11/15/2015,Movies & Music,All,Age 25-31,F,USA,All,238403.3824,3974
2015,2015-4,2015-11,11/15/2015,Movies & Music,All,Age 32-39,M,USA,All,275186.0972,4587
2015,2015-4,2015-11,11/15/2015,Movies & Music,All,Age 32-39,F,USA,All,136059.8876,2268
2015,2015-4,2015-11,11/15/2015,Movies & Music,All,Age 40-49,M,USA,All,346101.0689,5769
2015,2015-4,2015-11,11/15/2015,Movies & Music,All,Age 40-49,F,USA,All,295537.3319,4926
2015,2015-4,2015-11,11/15/2015,Movies & Music,All,Age 50-59,M,USA,All,298946.3442,4983
2015,2015-4,2015-11,11/15/2015,Movies & Music,All,Age 50-59,F,USA,All,204575.9237,3410
2015,2015-4,2015-11,11/15/2015,Movies & Music,All,Age 60 or above,M,USA,All,78537.9448,1309
2015,2015-4,2015-11,11/15/2015,Movies & Music,All,Age 60 or above,F,USA,All,71168.8936,1187
2015,2015-4,2015-11,11/16/2015,Movies & Music,All,Age 24 or less,M,USA,All,436076.1809,7268
2015,2015-4,2015-11,11/16/2015,Movies & Music,All,Age 24 or less,F,USA,All,70952.56291,1183
2015,2015-4,2015-11,11/16/2015,Movies & Music,All,Age 25-31,M,USA,All,459649.035,7661
2015,2015-4,2015-11,11/16/2015,Movies & Music,All,Age 25-31,F,USA,All,414828.6124,6914
2015,2015-4,2015-11,11/16/2015,Movies & Music,All,Age 32-39,M,USA,All,161723.5259,2696
2015,2015-4,2015-11,11/16/2015,Movies & Music,All,Age 32-39,F,USA,All,223477.2733,3725
2015,2015-4,2015-11,11/16/2015,Movies & Music,All,Age 40-49,M,USA,All,176523.7605,2943
2015,2015-4,2015-11,11/16/2015,Movies & Music,All,Age 40-49,F,USA,All,381592.9112,6360
2015,2015-4,2015-11,11/16/2015,Movies & Music,All,Age 50-59,M,USA,All,322339.6728,5373
2015,2015-4,2015-11,11/16/2015,Movies & Music,All,Age 50-59,F,USA,All,22880.62791,382
2015,2015-4,2015-11,11/16/2015,Movies & Music,All,Age 60 or above,M,USA,All,78642.23052,1311
2015,2015-4,2015-11,11/16/2015,Movies & Music,All,Age 60 or above,F,USA,All,53845.21016,898
2015,2015-4,2015-11,11/17/2015,Movies & Music,All,Age 24 or less,M,USA,All,171094.7375,2852
2015,2015-4,2015-11,11/17/2015,Movies & Music,All,Age 24 or less,F,USA,All,4439.065499,74
2015,2015-4,2015-11,11/17/2015,Movies & Music,All,Age 25-31,M,USA,All,859696.5689,14329
2015,2015-4,2015-11,11/17/2015,Movies & Music,All,Age 25-31,F,USA,All,874631.3509,14578
2015,2015-4,2015-11,11/17/2015,Movies & Music,All,Age 32-39,M,USA,All,632680.6994,10545
2015,2015-4,2015-11,11/17/2015,Movies & Music,All,Age 32-39,F,USA,All,50558.02164,843
2015,2015-4,2015-11,11/17/2015,Movies & Music,All,Age 40-49,M,USA,All,579146.2324,9653
2015,2015-4,2015-11,11/17/2015,Movies & Music,All,Age 40-49,F,USA,All,375697.2045,6262
2015,2015-4,2015-11,11/17/2015,Movies & Music,All,Age 50-59,M,USA,All,60718.37958,1012
2015,2015-4,2015-11,11/17/2015,Movies & Music,All,Age 50-59,F,USA,All,52973.14597,883
2015,2015-4,2015-11,11/17/2015,Movies & Music,All,Age 60 or above,M,USA,All,68.5906704,2
2015,2015-4,2015-11,11/17/2015,Movies & Music,All,Age 60 or above,F,USA,All,309399.4747,5157
2015,2015-4,2015-11,11/18/2015,Movies & Music,All,Age 24 or less,M,USA,All,164631.8974,2744
2015,2015-4,2015-11,11/18/2015,Movies & Music,All,Age 24 or less,F,USA,All,238150.2371,3970
2015,2015-4,2015-11,11/18/2015,Movies & Music,All,Age 25-31,M,USA,All,598956.5695,9983
2015,2015-4,2015-11,11/18/2015,Movies & Music,All,Age 25-31,F,USA,All,465882.2353,7765
2015,2015-4,2015-11,11/18/2015,Movies & Music,All,Age 32-39,M,USA,All,351379.9604,5857
2015,2015-4,2015-11,11/18/2015,Movies & Music,All,Age 32-39,F,USA,All,278087.299,4635
2015,2015-4,2015-11,11/18/2015,Movies & Music,All,Age 40-49,M,USA,All,49854.41496,831
2015,2015-4,2015-11,11/18/2015,Movies & Music,All,Age 40-49,F,USA,All,425781.434,7097
2015,2015-4,2015-11,11/18/2015,Movies & Music,All,Age 50-59,M,USA,All,179298.0095,2989
2015,2015-4,2015-11,11/18/2015,Movies & Music,All,Age 50-59,F,USA,All,93827.82885,1564
2015,2015-4,2015-11,11/18/2015,Movies & Music,All,Age 60 or above,M,USA,All,155386.9723,2590
2015,2015-4,2015-11,11/18/2015,Movies & Music,All,Age 60 or above,F,USA,All,223777.2523,3730
2015,2015-4,2015-11,11/19/2015,Movies & Music,All,Age 24 or less,M,USA,All,140183.4462,2337
2015,2015-4,2015-11,11/19/2015,Movies & Music,All,Age 24 or less,F,USA,All,217242.3708,3621
2015,2015-4,2015-11,11/19/2015,Movies & Music,All,Age 25-31,M,USA,All,275915.9316,4599
2015,2015-4,2015-11,11/19/2015,Movies & Music,All,Age 25-31,F,USA,All,179916.0349,2999
2015,2015-4,2015-11,11/19/2015,Movies & Music,All,Age 32-39,M,USA,All,297727.913,4963
2015,2015-4,2015-11,11/19/2015,Movies & Music,All,Age 32-39,F,USA,All,152890.745,2549
2015,2015-4,2015-11,11/19/2015,Movies & Music,All,Age 40-49,M,USA,All,99914.9256,1666
2015,2015-4,2015-11,11/19/2015,Movies & Music,All,Age 40-49,F,USA,All,335978.5401,5600
2015,2015-4,2015-11,11/19/2015,Movies & Music,All,Age 50-59,M,USA,All,104152.5398,1736
2015,2015-4,2015-11,11/19/2015,Movies & Music,All,Age 50-59,F,USA,All,223041.6668,3718
2015,2015-4,2015-11,11/19/2015,Movies & Music,All,Age 60 or above,M,USA,All,179995.3995,3000
2015,2015-4,2015-11,11/19/2015,Movies & Music,All,Age 60 or above,F,USA,All,112940.2925,1883
2015,2015-4,2015-11,11/20/2015,Movies & Music,All,Age 24 or less,M,USA,All,17714.2434,296
2015,2015-4,2015-11,11/20/2015,Movies & Music,All,Age 24 or less,F,USA,All,32799.795,547
2015,2015-4,2015-11,11/20/2015,Movies & Music,All,Age 25-31,M,USA,All,413978.5031,6900
2015,2015-4,2015-11,11/20/2015,Movies & Music,All,Age 25-31,F,USA,All,20858.50795,348
2015,2015-4,2015-11,11/20/2015,Movies & Music,All,Age 32-39,M,USA,All,17609.697,294
2015,2015-4,2015-11,11/20/2015,Movies & Music,All,Age 32-39,F,USA,All,287528.199,4793
2015,2015-4,2015-11,11/20/2015,Movies & Music,All,Age 40-49,M,USA,All,255409.2702,4257
2015,2015-4,2015-11,11/20/2015,Movies & Music,All,Age 40-49,F,USA,All,168984.2196,2817
2015,2015-4,2015-11,11/20/2015,Movies & Music,All,Age 50-59,M,USA,All,1066.128,18
2015,2015-4,2015-11,11/20/2015,Movies & Music,All,Age 50-59,F,USA,All,34263.36375,572
2015,2015-4,2015-11,11/20/2015,Movies & Music,All,Age 60 or above,M,USA,All,141424.178,2358
2015,2015-4,2015-11,11/20/2015,Movies & Music,All,Age 60 or above,F,USA,All,83307.8505,1389
2015,2015-4,2015-11,11/21/2015,Movies & Music,All,Age 24 or less,M,USA,All,81461.0706,1358
2015,2015-4,2015-11,11/21/2015,Movies & Music,All,Age 24 or less,F,USA,All,193040.2404,3218
2015,2015-4,2015-11,11/21/2015,Movies & Music,All,Age 25-31,M,USA,All,146463.8172,2442
2015,2015-4,2015-11,11/21/2015,Movies & Music,All,Age 25-31,F,USA,All,409045.4631,6818
2015,2015-4,2015-11,11/21/2015,Movies & Music,All,Age 32-39,M,USA,All,221398.485,3690
2015,2015-4,2015-11,11/21/2015,Movies & Music,All,Age 32-39,F,USA,All,215047.763,3585
2015,2015-4,2015-11,11/21/2015,Movies & Music,All,Age 40-49,M,USA,All,79142.2128,1320
2015,2015-4,2015-11,11/21/2015,Movies & Music,All,Age 40-49,F,USA,All,121276.5813,2022
2015,2015-4,2015-11,11/21/2015,Movies & Music,All,Age 50-59,M,USA,All,211191.8918,3520
2015,2015-4,2015-11,11/21/2015,Movies & Music,All,Age 50-59,F,USA,All,16906.26,282
2015,2015-4,2015-11,11/21/2015,Movies & Music,All,Age 60 or above,M,USA,All,106318.849,1772
2015,2015-4,2015-11,11/21/2015,Movies & Music,All,Age 60 or above,F,USA,All,85821.813,1431
2015,2015-4,2015-11,11/22/2015,Movies & Music,All,Age 24 or less,M,USA,All,116103.8214,1936
2015,2015-4,2015-11,11/22/2015,Movies & Music,All,Age 24 or less,F,USA,All,151148.2476,2520
2015,2015-4,2015-11,11/22/2015,Movies & Music,All,Age 25-31,M,USA,All,399004.2553,6651
2015,2015-4,2015-11,11/22/2015,Movies & Music,All,Age 25-31,F,USA,All,247408.0319,4124
2015,2015-4,2015-11,11/22/2015,Movies & Music,All,Age 32-39,M,USA,All,333661.279,5562
2015,2015-4,2015-11,11/22/2015,Movies & Music,All,Age 32-39,F,USA,All,371674.681,6195
2015,2015-4,2015-11,11/22/2015,Movies & Music,All,Age 40-49,M,USA,All,235393.5024,3924
2015,2015-4,2015-11,11/22/2015,Movies & Music,All,Age 40-49,F,USA,All,78120.882,1303
2015,2015-4,2015-11,11/22/2015,Movies & Music,All,Age 50-59,M,USA,All,219158.2155,3653
2015,2015-4,2015-11,11/22/2015,Movies & Music,All,Age 50-59,F,USA,All,151218.0285,2521
2015,2015-4,2015-11,11/22/2015,Movies & Music,All,Age 60 or above,M,USA,All,40079.9035,668
2015,2015-4,2015-11,11/22/2015,Movies & Music,All,Age 60 or above,F,USA,All,159017.5335,2651
2015,2015-4,2015-11,11/23/2015,Movies & Music,All,Age 24 or less,M,USA,All,145146.8592,2420
2015,2015-4,2015-11,11/23/2015,Movies & Music,All,Age 24 or less,F,USA,All,213728.613,3563
2015,2015-4,2015-11,11/23/2015,Movies & Music,All,Age 25-31,M,USA,All,206052.7427,3435
2015,2015-4,2015-11,11/23/2015,Movies & Music,All,Age 25-31,F,USA,All,334796.5135,5580
2015,2015-4,2015-11,11/23/2015,Movies & Music,All,Age 32-39,M,USA,All,295456.035,4925
2015,2015-4,2015-11,11/23/2015,Movies & Music,All,Age 32-39,F,USA,All,332038.462,5534
2015,2015-4,2015-11,11/23/2015,Movies & Music,All,Age 40-49,M,USA,All,301015.9719,5017
2015,2015-4,2015-11,11/23/2015,Movies & Music,All,Age 40-49,F,USA,All,233476.74,3892
2015,2015-4,2015-11,11/23/2015,Movies & Music,All,Age 50-59,M,USA,All,217330.47,3623
2015,2015-4,2015-11,11/23/2015,Movies & Music,All,Age 50-59,F,USA,All,248282.5433,4139
2015,2015-4,2015-11,11/23/2015,Movies & Music,All,Age 60 or above,M,USA,All,123592.49,2060
2015,2015-4,2015-11,11/23/2015,Movies & Music,All,Age 60 or above,F,USA,All,594.447,10
2015,2015-4,2015-11,11/24/2015,Movies & Music,All,Age 24 or less,M,USA,All,11923.3422,199
2015,2015-4,2015-11,11/24/2015,Movies & Music,All,Age 24 or less,F,USA,All,150592.8102,2510
2015,2015-4,2015-11,11/24/2015,Movies & Music,All,Age 25-31,M,USA,All,251651.3962,4195
2015,2015-4,2015-11,11/24/2015,Movies & Music,All,Age 25-31,F,USA,All,89591.9437,1494
2015,2015-4,2015-11,11/24/2015,Movies & Music,All,Age 32-39,M,USA,All,16554.944,276
2015,2015-4,2015-11,11/24/2015,Movies & Music,All,Age 32-39,F,USA,All,343040.81,5718
2015,2015-4,2015-11,11/24/2015,Movies & Music,All,Age 40-49,M,USA,All,53446.3398,891
2015,2015-4,2015-11,11/24/2015,Movies & Music,All,Age 40-49,F,USA,All,128489.0166,2142
2015,2015-4,2015-11,11/24/2015,Movies & Music,All,Age 50-59,M,USA,All,166432.98,2774
2015,2015-4,2015-11,11/24/2015,Movies & Music,All,Age 50-59,F,USA,All,53594.3625,894
2015,2015-4,2015-11,11/24/2015,Movies & Music,All,Age 60 or above,M,USA,All,160855.2225,2681
2015,2015-4,2015-11,11/24/2015,Movies & Music,All,Age 60 or above,F,USA,All,31535.315,526
2015,2015-4,2015-11,11/25/2015,Movies & Music,All,Age 24 or less,M,USA,All,50666.2632,845
2015,2015-4,2015-11,11/25/2015,Movies & Music,All,Age 24 or less,F,USA,All,46063.6218,768
2015,2015-4,2015-11,11/25/2015,Movies & Music,All,Age 25-31,M,USA,All,241941.4701,4033
2015,2015-4,2015-11,11/25/2015,Movies & Music,All,Age 25-31,F,USA,All,208165.9643,3470
2015,2015-4,2015-11,11/25/2015,Movies & Music,All,Age 32-39,M,USA,All,107803.857,1797
2015,2015-4,2015-11,11/25/2015,Movies & Music,All,Age 32-39,F,USA,All,59924.172,999
2015,2015-4,2015-11,11/25/2015,Movies & Music,All,Age 40-49,M,USA,All,64565.4933,1077
2015,2015-4,2015-11,11/25/2015,Movies & Music,All,Age 40-49,F,USA,All,161655.4107,2695
2015,2015-4,2015-11,11/25/2015,Movies & Music,All,Age 50-59,M,USA,All,160506.3233,2676
2015,2015-4,2015-11,11/25/2015,Movies & Music,All,Age 50-59,F,USA,All,41756.22675,696
2015,2015-4,2015-11,11/25/2015,Movies & Music,All,Age 60 or above,M,USA,All,55491.653,925
2015,2015-4,2015-11,11/25/2015,Movies & Music,All,Age 60 or above,F,USA,All,169911.224,2832
2015,2015-4,2015-11,11/26/2015,Movies & Music,All,Age 24 or less,M,USA,All,54027.5988,901
2015,2015-4,2015-11,11/26/2015,Movies & Music,All,Age 24 or less,F,USA,All,156682.6758,2612
2015,2015-4,2015-11,11/26/2015,Movies & Music,All,Age 25-31,M,USA,All,184114.8183,3069
2015,2015-4,2015-11,11/26/2015,Movies & Music,All,Age 25-31,F,USA,All,187642.3042,3128
2015,2015-4,2015-11,11/26/2015,Movies & Music,All,Age 32-39,M,USA,All,356077.932,5935
2015,2015-4,2015-11,11/26/2015,Movies & Music,All,Age 32-39,F,USA,All,255927.714,4266
2015,2015-4,2015-11,11/26/2015,Movies & Music,All,Age 40-49,M,USA,All,231381.7128,3857
2015,2015-4,2015-11,11/26/2015,Movies & Music,All,Age 40-49,F,USA,All,160119.3132,2669
2015,2015-4,2015-11,11/26/2015,Movies & Music,All,Age 50-59,M,USA,All,274226.7098,4571
2015,2015-4,2015-11,11/26/2015,Movies & Music,All,Age 50-59,F,USA,All,73615.30575,1227
2015,2015-4,2015-11,11/26/2015,Movies & Music,All,Age 60 or above,M,USA,All,27339.963,456
2015,2015-4,2015-11,11/26/2015,Movies & Music,All,Age 60 or above,F,USA,All,138065.4695,2302
2015,2015-4,2015-11,11/27/2015,Movies & Music,All,Age 24 or less,M,USA,All,212311.8505,3539
2015,2015-4,2015-11,11/27/2015,Movies & Music,All,Age 24 or less,F,USA,All,91209.80484,1521
2015,2015-4,2015-11,11/27/2015,Movies & Music,All,Age 25-31,M,USA,All,231651.5906,3861
2015,2015-4,2015-11,11/27/2015,Movies & Music,All,Age 25-31,F,USA,All,6943.426875,116
2015,2015-4,2015-11,11/27/2015,Movies & Music,All,Age 32-39,M,USA,All,339667.7746,5662
2015,2015-4,2015-11,11/27/2015,Movies & Music,All,Age 32-39,F,USA,All,449.0794,8
2015,2015-4,2015-11,11/27/2015,Movies & Music,All,Age 40-49,M,USA,All,265298.813,4422
2015,2015-4,2015-11,11/27/2015,Movies & Music,All,Age 40-49,F,USA,All,349431.5771,5824
2015,2015-4,2015-11,11/27/2015,Movies & Music,All,Age 50-59,M,USA,All,185020.3856,3084
2015,2015-4,2015-11,11/27/2015,Movies & Music,All,Age 50-59,F,USA,All,189728.5178,3163
2015,2015-4,2015-11,11/27/2015,Movies & Music,All,Age 60 or above,M,USA,All,103272.4077,1722
2015,2015-4,2015-11,11/27/2015,Movies & Music,All,Age 60 or above,F,USA,All,31914.0591,532
2015,2015-4,2015-11,11/28/2015,Movies & Music,All,Age 24 or less,M,USA,All,32103.35898,536
2015,2015-4,2015-11,11/28/2015,Movies & Music,All,Age 24 or less,F,USA,All,166875.1762,2782
2015,2015-4,2015-11,11/28/2015,Movies & Music,All,Age 25-31,M,USA,All,100463.1628,1675
2015,2015-4,2015-11,11/28/2015,Movies & Music,All,Age 25-31,F,USA,All,349491.0438,5825
2015,2015-4,2015-11,11/28/2015,Movies & Music,All,Age 32-39,M,USA,All,128484.3637,2142
2015,2015-4,2015-11,11/28/2015,Movies & Music,All,Age 32-39,F,USA,All,153537.8999,2559
2015,2015-4,2015-11,11/28/2015,Movies & Music,All,Age 40-49,M,USA,All,282756.8205,4713
2015,2015-4,2015-11,11/28/2015,Movies & Music,All,Age 40-49,F,USA,All,45329.84379,756
2015,2015-4,2015-11,11/28/2015,Movies & Music,All,Age 50-59,M,USA,All,109958.0848,1833
2015,2015-4,2015-11,11/28/2015,Movies & Music,All,Age 50-59,F,USA,All,289071.9332,4818
2015,2015-4,2015-11,11/28/2015,Movies & Music,All,Age 60 or above,M,USA,All,177363.8944,2957
2015,2015-4,2015-11,11/28/2015,Movies & Music,All,Age 60 or above,F,USA,All,169629.3214,2828
2015,2015-4,2015-11,11/29/2015,Movies & Music,All,Age 24 or less,M,USA,All,223824.6688,3731
2015,2015-4,2015-11,11/29/2015,Movies & Music,All,Age 24 or less,F,USA,All,88386.70764,1474
2015,2015-4,2015-11,11/29/2015,Movies & Music,All,Age 25-31,M,USA,All,132193.8156,2204
2015,2015-4,2015-11,11/29/2015,Movies & Music,All,Age 25-31,F,USA,All,90651.61028,1511
2015,2015-4,2015-11,11/29/2015,Movies & Music,All,Age 32-39,M,USA,All,285061.9541,4752
2015,2015-4,2015-11,11/29/2015,Movies & Music,All,Age 32-39,F,USA,All,350228.4093,5838
2015,2015-4,2015-11,11/29/2015,Movies & Music,All,Age 40-49,M,USA,All,75118.44879,1252
2015,2015-4,2015-11,11/29/2015,Movies & Music,All,Age 40-49,F,USA,All,329860.3146,5498
2015,2015-4,2015-11,11/29/2015,Movies & Music,All,Age 50-59,M,USA,All,155708.7494,2596
2015,2015-4,2015-11,11/29/2015,Movies & Music,All,Age 50-59,F,USA,All,292185.6053,4870
2015,2015-4,2015-11,11/29/2015,Movies & Music,All,Age 60 or above,M,USA,All,104324.8976,1739
2015,2015-4,2015-11,11/29/2015,Movies & Music,All,Age 60 or above,F,USA,All,59681.4757,995
2015,2015-4,2015-11,11/30/2015,Movies & Music,All,Age 24 or less,M,USA,All,35955.7737,600
2015,2015-4,2015-11,11/30/2015,Movies & Music,All,Age 24 or less,F,USA,All,156042.2879,2601
2015,2015-4,2015-11,11/30/2015,Movies & Music,All,Age 25-31,M,USA,All,462368.8104,7707
2015,2015-4,2015-11,11/30/2015,Movies & Music,All,Age 25-31,F,USA,All,420237.7653,7004
